timestamp,asset,asset_type,open,high,low,close,adjusted_close,volume,market_cap
2018-02-12,BTC,Cryptocurrency,8063.82,8989.0,8053.0,8903.0,8903.0,41987.85049,
2018-02-13,BTC,Cryptocurrency,8903.0,8950.0,8351.0,8539.9,8539.9,35454.972956,
2018-02-14,BTC,Cryptocurrency,8535.17,9489.6,8533.0,9449.99,9449.99,40811.952867,
2018-02-15,BTC,Cryptocurrency,9449.98,10219.5,9301.5,10000.09,10000.09,52427.596715,
2018-02-16,BTC,Cryptocurrency,10000.89,10323.37,9666.0,10159.98,10159.98,38161.205974,
2018-02-17,BTC,Cryptocurrency,10156.07,11075.07,10050.0,11039.55,11039.55,41882.108407,
2018-02-18,BTC,Cryptocurrency,11039.55,11274.0,10080.0,10383.43,10383.43,61137.380728,
2018-02-19,BTC,Cryptocurrency,10375.01,11250.0,10270.33,11153.0,11153.0,40831.417131,
2018-02-20,BTC,Cryptocurrency,11147.11,11786.01,11100.59,11200.99,11200.99,48153.354288,
2018-02-21,BTC,Cryptocurrency,11195.07,11304.03,10200.0,10437.6,10437.6,68113.818754,
2018-02-22,BTC,Cryptocurrency,10439.02,10933.44,9679.0,9811.04,9811.04,67060.166483,
2018-02-23,BTC,Cryptocurrency,9815.55,10435.0,9570.19,10131.04,10131.04,57202.70237,
2018-02-24,BTC,Cryptocurrency,10131.04,10496.97,9352.0,9694.51,9694.51,40888.156299,
2018-02-25,BTC,Cryptocurrency,9694.51,9847.0,9274.8,9590.0,9590.0,28373.517586,
